       1,-0.2000000E-01,-0.5000000E+00, 0.5235988E-02
       2,-0.2000000E-01,-0.5000000E-02, 0.5235988E-02
       3,-0.4999998E+01,-0.5000000E-02, 0.5235988E-02
       4,-0.4999998E+01, 0.5000000E-02, 0.5235988E-02
       5,-0.2000000E-01, 0.5000000E-02, 0.5235988E-02
       6,-0.2000000E-01, 0.5000000E+00, 0.5235988E-02
       7, 0.5000000E+00, 0.5000000E+00, 0.5235988E-02
       8, 0.5000000E+00,-0.5000000E+00, 0.5235988E-02
       9,-0.2000000E-01, 0.5000000E+00,-0.4055988E-10
      10,-0.2000000E-01, 0.5000000E-02,-0.4055988E-10
      11,-0.4999998E+01, 0.5000000E-02,-0.4055988E-10
      12,-0.4999998E+01,-0.5000000E-02,-0.4055988E-10
      13,-0.2000000E-01,-0.5000000E-02,-0.4055988E-10
      14,-0.2000000E-01,-0.5000000E+00,-0.4055988E-10
      15, 0.5000000E+00,-0.5000000E+00,-0.4055988E-10
      16, 0.5000000E+00, 0.5000000E+00,-0.4055988E-10
      17, 0.0000000E+00, 0.5000000E-02, 0.5235988E-02
      18, 0.0000000E+00,-0.5000000E-02, 0.5235988E-02
      19, 0.0000000E+00,-0.5000000E-02,-0.4055988E-10
      20, 0.0000000E+00, 0.5000000E-02,-0.4055988E-10
      21,-0.2000000E-01,-0.4234872E+00, 0.5235988E-02
      22,-0.2000000E-01,-0.3584722E+00, 0.5235988E-02
      23,-0.2000000E-01,-0.3032272E+00, 0.5235988E-02
      24,-0.2000000E-01,-0.2562841E+00, 0.5235988E-02
      25,-0.2000000E-01,-0.2163953E+00, 0.5235988E-02
      26,-0.2000000E-01,-0.1825007E+00, 0.5235988E-02
      27,-0.2000000E-01,-0.1536995E+00, 0.5235988E-02
      28,-0.2000000E-01,-0.1292264E+00, 0.5235988E-02
      29,-0.2000000E-01,-0.1084310E+00, 0.5235988E-02
      30,-0.2000000E-01,-0.9076050E-01, 0.5235988E-02
      31,-0.2000000E-01,-0.7574545E-01, 0.5235988E-02
      32,-0.2000000E-01,-0.6298675E-01, 0.5235988E-02
      33,-0.2000000E-01,-0.5214535E-01, 0.5235988E-02
      34,-0.2000000E-01,-0.4293312E-01, 0.5235988E-02
      35,-0.2000000E-01,-0.3510525E-01, 0.5235988E-02
      36,-0.2000000E-01,-0.2845369E-01, 0.5235988E-02
      37,-0.2000000E-01,-0.2280168E-01, 0.5235988E-02
      38,-0.2000000E-01,-0.1799903E-01, 0.5235988E-02
      39,-0.2000000E-01,-0.1391808E-01, 0.5235988E-02
      40,-0.2000000E-01,-0.1045039E-01, 0.5235988E-02
